,tweet_raw_text,task_1
1839,: The music industry is such a mean ass place and making legitimate friendships inside the business is easier said than,HOF
1840,: heres the rest of it,NOT
1841,: florida just floridaing that shit thicc as fuck,HOF
1842,: days to go! See you there!,NOT
1843,: Get your tote bag at today! Stop by your local store and buy a tote for $3. All proceeds go to s,NOT
1844,"Not to uhhh, go out on a limb and put my own neck on the chopping block but *whispers* she-ra is better....",NOT
1845,you need this,NOT
1846,: americas deflated ass,HOF
1847,: Check out the video on YouTube! Petes got some slick card skills in this epi!,NOT
1848,: if this aint the most relatable shit ive ever seen,HOF
1849,SUCH A FUCKING BEAST HONESTLY,HOF
1850,Cristiano Ronaldo in club football: Games: Goals: Assists Lionel Messi in club football: Ga,NOT
1851,: RT if you think Republicans should be giving Trump awards and THANKING him for what hes done for our country not talkin,NOT
1852,Only in America,NOT
1853,": White people are about % of the population.So if the VF get more than %,then it's not unfair to say that most white p",NOT
1854,if he doesnt get what he wants hes not going to declare defeat and cancel the $120 billion of public debt owed hi,NOT
1855,If Nicki would have EVER.,NOT
1856,I got one out but the other ones can't be taken out since they're close to my nerves,NOT
1857,people followed me // automatically checked by,NOT
1858,": In essence, what he's saying is don't pop off some unnecessary shit with folks who potentially have nothing to lose that he'",HOF
1859,"since i couldn't have said it better myself, here's a quote from MLK that perfectly descri",NOT
1860,"I found this on google . I don't know what it is but I like it . And who ever created it , good work .",NOT
1861,": If you're sick of mosquitos ruining your day, this is PERFECT for you!Buy now &amp; get Extra % Off Use code NEW10 %",NOT
1862,: i might not fuck w you but i don't wish bad upon you. were all grinding trying out new paths no hard feelings.,HOF
1863,": this isn't a fucking joke anymore. this is terrifying. i'm on the IUD - if this goes through, i can be tried the same w",HOF
1864,: Chubbs update He's getting hugeIt feels like yesterday that I could hold him with one hand,NOT
1865,Nothin ruins my day like niggas hittin me up about their girls dead ass,HOF
1866,": in honor of paul rudd hosting SNL tonight, here we have his groundbreaking role as dan charles aka one directions bigge",NOT
1867,": ""We're still the same boys from six years ago. We still have the same dreams."" - Kim Namjoon, The President!",NOT
1868,Have you booked hangman vs orange Cassidy yet?,NOT
1869,": - Rurouni Kenshin : Kyoto Inferno- Like Father, Like Son- Solomon's Prejury",NOT
1870,": Innocent peopleNo one who turns up to support the racist, fraud, thug and radicaliser Tommy Robinson is",NOT
1871,"Excellent point. Above: title page of dissertation of the late Father Victor De Clercq, C.I.C.M.,",NOT
1872,I cannot even calculate the damage this man will do to this country and the entire world before we get him out of office.,NOT
1873,"_hannahrodgers: what Lori Laughlin did was gross, but the fact shes facing years in prison when Brock Turner got months for being",NOT
1874,: Shit felt like a damn BULLET,HOF
1875,": Here's Corbyn's adviser Andrew Murray (father of Labour's head of complaints), defending the murderous tyrant, Stalin.'S",HOF
1876,Shit is disgusting,HOF
1877,: //spoilers\\how did the look in his face in that last one literally bring tears to my eyes give rdj a fucking oscar htt,HOF
1878,: You know how you make America great again? Tell to go to hell,HOF
1879,At work until tomorrow morning. iMessage games welcome,NOT
1880,: Chock-Full Of Cock Part - Looking for love Anissa go on a blind date with ! &gt;&gt; &lt;&lt; https:,HOF
1881,the white kid that threw a water balloon at me in rd grade is a domestic terrorist that tried to cowardly attack the Maltese,HOF
1882,: Barcelona away isn't for all English teams. This image will never get old.,NOT
1883,: need a full day rest,NOT
1884,When i found out Bran was going to be king,NOT
1885,"Fuck billboard, im aiming for forbes list now - Rihanna",HOF
1886,She a fucking super hero what the hell this is one of my favorite videos ever,HOF
1887,Had to slow that shit down,HOF
1888,: Klopp: Millie didnt play for two games so it was clear we had to use him. Fabinho didnt play for two games so it was clea,NOT
1889,-_- ... Screamin ass,HOF
1890,oh shit so this is ur twitter accAccidentally found it in Sonwooangs tweets,HOF
1891,": Jake Paul making an entire video complaining about Cody Ko, the most unproblematic youtuber ever who really just sits at hom",NOT
1892,Youre sifting through the treasures and trash of your inner w... More for Virgo,NOT
1893,I got that A1 shxt that come in a package no bullshit,HOF
1894,them and ciara I have never been this emo,HOF
1895,: I hope someday my future husband wouldn't mind to spend some money for me to be this pretty after giving birth to his kids,NOT
1896,: Only one and a half hour left go and vote aghase,NOT
1897,"The Cannibal of MnsterbergKarle Denke murdered and cannibalized at least people, mostly villagers, between",NOT
1898,"Yeh, FUCK YOU CHRIS",HOF
1899,Love that ass,HOF
1900,"Another hour! It's May , at :45PM",NOT
1901,full marks!!!! wow! we are so close! uwu,NOT
1902,: Bru this shit weird but look lit,HOF
1903,: happy birthdaaaay to yo fine ass son,HOF
1904,On godmen do not understand my humor. You all are lame as fuck,HOF
1905,: Drogon has had the worst szn ever. This nigga brothers died now this. My mans mental health is in shambles,HOF
1906,": America is just a series of terrorist attacks that they won't call terrorism, and we just try to live around/between them.",HOF
1907,: I will be interviewed by Steve Hilton tonight at :00 P.M. on . Enjoy!,NOT
1908,"Ah shit, here we go again",HOF
1909,me at block party to b*ileys mii head ass in the pit,HOF
1910,You do a phenomenal job. I sleep better at night knowing you're at helm.,NOT
1911,: I have way more pics and vids I couldnt post cos I almost got kicked outbdndjsk so will post in a few mins after I fuck,HOF
1912,": ""mate, i don't care who you are, if your name's not on the list, you're not coming in""",NOT
1913,": If, like Rian Johnson, you think Mary Sue is a term ""rooted in sexism"", here is the origin of it: a Trek parody by",NOT
1914,"Top : Jennifer Hardie is a business coach for female entrepreneurs, thought leaders and influencers, auth",NOT
1915,"The way Im crying wtf thank you so much for this Michelle, this is the shit I need to",HOF
1916,: Every day I see less morality and values from this corrupt presidency. Here is my position. Dont any of you trump suppor,HOF
1917,: Zack stop youre gonna get in trouble,NOT
1918,": Bull. Shite. If youre going to assert facts, at least be actually interested in them reflecting reality. Youre asserti",HOF
1919,": Im like the Pied Piper, but instead of a flute its a little bottle of maple syrup and rather than rats it's all the lovely",NOT
1920,": As long as Donald Trump is in the White House and Im the majority leader of the Senate, we will not let America turn int",NOT
1921,"Y'all remember when had us out here singing ""TELL HIM THE TRUTH "" lmao &amp; ain't had shit to really tell",HOF
1922,Thank God for Trump. President after President promised to address this problem and NOBODY stepped up........except Trump.,NOT
1923,I think you are younger then me.,NOT
1924,": You told us President Trump was a traitor for over two years.HAVE A SEAT, CLOWN.",HOF
1925,: Stali braids bitch,HOF
1926,Y did i think yatta was from the southside lmfaooooo what the fuck,HOF
1927,UGHTEA liar,NOT
1928,Aint shit to do but think,HOF
1929,: TONIGHT TONIGHT TONIGHT Catch me doing some stand-up at the Floetic Fusion Showcase in NW DC ht,NOT
1930,": Dudes will disturb your peace, ghost you, then wonder why youre crazy lmao Just when u thought you were about to finall",NOT
1931,: Iont miss nobody from my past. Fuck u,NOT
1932,probably not sorry boss,NOT
1933,Is it bad that I'm lowkey salty af for not being approached to play Mansion Fest........Idk but fuck that I wanna play.,HOF
1934,Like after they hand you their buisness card?,NOT
1935,We fucking care.,HOF
1936,graham is an orange lipped TRAITOR who also bends over for the orange turd TRAITOR,HOF
1937,: I was really expecting drogon to come back and Fuck them all up but ok.,HOF
1938,lmao better mute they ass,HOF
1939,Iam business social work iam India Bangladesh chamber of commerce and industry member iam international business f,NOT
1940,: Bro am I reading this correctly ? Like deadass is this real life? What in the fuck is wrong with yall. This is white priv,HOF
1941,"You just start at the base and work your way up, then give it a good tug once you get to the top.",NOT
1942,Bitch you fucking em! Lol,HOF
1943,: Ill never understand just throwing shit on the ground.,HOF
1944,This shit is legendary,HOF
1945,": Started from the bottom, now he's here: Drake has won the most ever.",NOT
1946,Visited Portobello today with the little one. Always a bit anxious going into cafes with baby and pr,NOT
1947,tfw i need two mlb water katana from this event but earth grid sux,NOT
1948,: When youre a yr old piece of shit and you break into the home of a yr old and threaten him and his wife with a k,HOF
1949,The worst thing is therere counterfeits. You could actually die I dont trust wow,HOF
1950,This guy is badass fuck,HOF
1951,Im really curious if you think well all be dead or youre planning on inventing teleporters.,NOT
1952,fuck james charles,HOF
1953,: Cold fucking slaw,HOF
1954,: Conservatives on abortion: We want a ban!Conservatives on gay marriage: We want a ban!Conservatives on immigration: We w,HOF
1955,corrupt me!!! teach me how to pleaee you. brainwash me to be the good you want me to be!! use me so much i beg for it when you're not ):,NOT
1956,Lil' mama got a fatty I'm lovin ya waste line / Just like that you'll get them dollaz if ya wine,NOT
1957,Thats what the fuck you really going do...FOH,HOF
1958,: If I ever get married I want my ring to look like this!,NOT
1959,": :""Brexit will improve your lives""2019:""It won't be as bad as that time that of us fucking died""",HOF
1960,": Im all about vibes , if the vibe off I aint fucking with it",HOF
1961,Huh? It a fucked up black hole to get sucked into. Should they go,HOF
1962,You ARE going to Jail John....Suck it!,HOF
1963,She has humanitarian helping causes around the world. Yeah right. Fucking monarchy useless people. Glad we don't have that shit,HOF
1964,: So ) Neo tilted doesn't follow the same initial naming system2) It's MAY.. Why the fuck is there still snow,HOF
1965,": when lauv said ""i wonder what it feels like, to be more than i am""damn! that hits me hard!",HOF
1966,I think an English muffin was intended to be a toast muffin. Yet it didn't quite work out that way be,NOT
1967,": Bambam: If you wanna hear the songs/see the performance, come to our concert! You think were gonna show it easily?? No!J",NOT
1968,: nat wouldve checked up on tony. theres no way shed have forgotten him. but the russos dont know the characters theyre,NOT
1969,: i wanna love the fuck out of somebody and not look stupid.,HOF
1970,: Scroll downKeep scrollinga little moreNOW YOU'RE OBLI,NOT
1971,": The same man has been seen in another video being racist towards an elderly Asian man, whos also been pushed in a foun",HOF
1972,They still think we are bluffing!!,NOT
1973,the amount it costs to adopt someone is literal proof that the government does not give a single fuck about poor pe,HOF
1974,": Hi , thank you for at least trying to get real answers out of this fucking lying traitor",HOF
1975,: Orange Chicken and Chow Mein.,NOT
